TIF ID,TIF NAME,REPORTING CATEGORY,DESCRIPTION,AMOUNT
T-108,Humboldt Park Commercial,Expenditures,Financing costs. (q)(6),$568952.00
T-108,Humboldt Park Commercial,Expenditures,Cost of job training and retraining. (q)(5),$30600.00
T-108,Humboldt Park Commercial,Expenditures,Costs of construction of public works and improvements. (q)(4),$115120.00
T-108,Humboldt Park Commercial,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$38610.00
T-108,Humboldt Park Commercial,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$201371.00
T-108,Humboldt Park Commercial,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-108,Humboldt Park Commercial,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$59200.00
T-108,Humboldt Park Commercial,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-108,Humboldt Park Commercial,Revenues,Total revenues,$2821690.00
T-108,Humboldt Park Commercial,Revenues,Interest,$8375.00
T-108,Humboldt Park Commercial,Revenues,Property tax,$2813315.00
T-109,Lawrence/Broadway,Revenues,Interest,$5512.00
T-109,Lawrence/Broadway,Revenues,Sales tax,$0.00
T-109,Lawrence/Broadway,Revenues,Property tax,$3281784.00
T-109,Lawrence/Broadway,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-109,Lawrence/Broadway,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-109,Lawrence/Broadway,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-109,Lawrence/Broadway,Expenditures,Total expenditures,$1088167.00
T-109,Lawrence/Broadway,Revenues over expenditures,,$2199129.00
T-109,Lawrence/Broadway,Other financing uses,Operating transfers out,$-1000000.00
T-109,Lawrence/Broadway,Revenues over expenditures and other financing uses,,$1199129.00
T-109,Lawrence/Broadway,Fund balance,Beginning of year,$4012167.00
T-109,Lawrence/Broadway,Fund balance,End of year,$5211296.00
T-109,Lawrence/Broadway,Fund balance,Reserved for debt service,$0.00
T-109,Lawrence/Broadway,Fund balance,Total fund balance,$5211296.00
T-109,Lawrence/Broadway,Fund balance,Designated for future redevelopment project costs,$5211296.00
T-109,Lawrence/Broadway,Fund balance,Reserved for encumbrances,$0.00
T-109,Lawrence/Broadway,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-109,Lawrence/Broadway,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-109,Lawrence/Broadway,Expenditures,Relocation costs. (q)(8),$0.00
T-109,Lawrence/Broadway,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-109,Lawrence/Broadway,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-109,Lawrence/Broadway,Expenditures,Financing costs. (q)(6),$0.00
T-109,Lawrence/Broadway,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-109,Lawrence/Broadway,Expenditures,Costs of construction of public works and improvements. (q)(4),$65696.00
T-109,Lawrence/Broadway,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$95117.00
T-109,Lawrence/Broadway,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$868921.00
T-109,Lawrence/Broadway,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-109,Lawrence/Broadway,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$58433.00
T-109,Lawrence/Broadway,Revenues,Total revenues,$3287296.00
T-110,Wilson Yard,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-110,Wilson Yard,Revenues,Property tax,$6290712.00
T-110,Wilson Yard,Revenues,Sales tax,$0.00
T-110,Wilson Yard,Revenues,Interest,$23421.00
T-110,Wilson Yard,Revenues,Total revenues,$6314133.00
T-110,Wilson Yard,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$146368.00
T-110,Wilson Yard,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-110,Wilson Yard,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$574552.00
T-110,Wilson Yard,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$172935.00
T-110,Wilson Yard,Expenditures,Costs of construction of public works and improvements. (q)(4),$57533.00
T-110,Wilson Yard,Expenditures,Cost of job training and retraining. (q)(5),$13667.00
T-110,Wilson Yard,Fund balance,Total fund balance,$20798300.00
T-110,Wilson Yard,Expenditures,Financing costs. (q)(6),$0.00
T-110,Wilson Yard,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-110,Wilson Yard,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-110,Wilson Yard,Expenditures,Relocation costs. (q)(8),$0.00
T-110,Wilson Yard,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-110,Wilson Yard,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$11124.00
T-110,Wilson Yard,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-110,Wilson Yard,Expenditures,Cost of day care services and operational costs of day care centers.  (q)(11.5),$0.00
T-110,Wilson Yard,Expenditures,Total expenditures,$976179.00
T-110,Wilson Yard,Revenues over expenditures,,$5337954.00
T-110,Wilson Yard,Fund balance,Beginning of year,$15460346.00
T-110,Wilson Yard,Fund balance,End of year,$20798300.00
T-110,Wilson Yard,Fund balance,Reserved for debt service,$0.00
T-110,Wilson Yard,Fund balance,Reserved for encumbrances,$0.00
T-110,Wilson Yard,Fund balance,Designated for future redevelopment project costs,$20798300.00
T-111,105th/Vincennes,Revenues,Property tax,$175776.00
T-111,105th/Vincennes,Expenditures,Marketing costs. (q)(1.6),$0.00
T-111,105th/Vincennes,Revenues,Total revenues,$176785.00
T-111,105th/Vincennes,Revenues,Interest,$1009.00
T-111,105th/Vincennes,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-111,105th/Vincennes,Expenditures,"Costs of job training, retraining advanced vocational or career  education provided by other taxing bodies. (q)(10)          ",$0.00
T-111,105th/Vincennes,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$5663.00
T-111,105th/Vincennes,Fund balance,Total fund balance,$845521.00
T-111,105th/Vincennes,Fund balance,Designated for future redevelopment project costs,$845521.00
T-111,105th/Vincennes,Fund balance,Reserved for encumbrances,$0.00
T-111,105th/Vincennes,Fund balance,Reserved for debt service,$0.00
T-111,105th/Vincennes,"Fund balance,",End of year,$845521.00
T-111,105th/Vincennes,Fund balancer,Beginning of year,$674339.00
T-111,105th/Vincennes,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-111,105th/Vincennes,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and  of existing buildings. (q)(3",$0.00
T-111,105th/Vincennes,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-111,105th/Vincennes,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-111,105th/Vincennes,Expenditures,Financing costs. (q)(6),$0.00
T-111,105th/Vincennes,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-111,105th/Vincennes,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5) ,$0.00
T-111,105th/Vincennes,Expenditures,Relocation costs. (q)(8),$0.00
T-111,105th/Vincennes,Revenues over expenditures,,$171122.00
T-111,105th/Vincennes,Expenditures,Total expenditures,$5663.00
T-111,105th/Vincennes,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-111,105th/Vincennes,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-111,105th/Vincennes,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-111,105th/Vincennes,Revenues,Sales tax,$0.00
T-112,79th Street/Southwest Highway,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-112,79th Street/Southwest Highway,Fund balance,Total fund balance,$5559775.00
T-112,79th Street/Southwest Highway,Fund balance,Designated for future redevelopment project costs,$5559775.00
T-112,79th Street/Southwest Highway,Fund balance,Reserved for encumbrances,$0.00
T-112,79th Street/Southwest Highway,Fund balance,Reserved for debt service,$0.00
T-112,79th Street/Southwest Highway,Revenues,Interest,$6444.00
T-112,79th Street/Southwest Highway,Revenues,Total revenues,$1356073.00
T-112,79th Street/Southwest Highway,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$26040.00
T-112,79th Street/Southwest Highway,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-112,79th Street/Southwest Highway,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-112,79th Street/Southwest Highway,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-112,79th Street/Southwest Highway,Expenditures,Relocation costs. (q)(8),$0.00
T-112,79th Street/Southwest Highway,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-112,79th Street/Southwest Highway,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-112,79th Street/Southwest Highway,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-112,79th Street/Southwest Highway,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-112,79th Street/Southwest Highway,Expenditures,Total expenditures,$59535.00
T-112,79th Street/Southwest Highway,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-112,79th Street/Southwest Highway,Revenues over expenditures,,$1296538.00
T-112,79th Street/Southwest Highway,Fund balance,Beginning of year,$4263237.00
T-112,79th Street/Southwest Highway,Fund balance,End of year,$5559775.00
T-112,79th Street/Southwest Highway,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-112,79th Street/Southwest Highway,Expenditures,Costs of construction of public works and improvements. (q)(4),$33495.00
T-112,79th Street/Southwest Highway,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-112,79th Street/Southwest Highway,Expenditures,Financing costs. (q)(6),$0.00
T-112,79th Street/Southwest Highway,Revenues,Sales tax,$0.00
T-112,79th Street/Southwest Highway,Revenues,Property tax,$1349629.00
T-113,Roseland/Michigan,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-113,Roseland/Michigan,Revenues,Sales tax,$0.00
T-113,Roseland/Michigan,Revenues,Interest,$2074.00
T-113,Roseland/Michigan,Revenues,Total revenues,$753214.00
T-113,Roseland/Michigan,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$39606.00
T-113,Roseland/Michigan,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-113,Roseland/Michigan,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$30298.00
T-113,Roseland/Michigan,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-113,Roseland/Michigan,Expenditures,Costs of construction of public works and improvements. (q)(4),$34365.00
T-113,Roseland/Michigan,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-113,Roseland/Michigan,Expenditures,Financing costs. (q)(6),$0.00
T-113,Roseland/Michigan,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-113,Roseland/Michigan,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-113,Roseland/Michigan,Expenditures,Relocation costs. (q)(8),$0.00
T-113,Roseland/Michigan,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-113,Roseland/Michigan,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-113,Roseland/Michigan,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-113,Roseland/Michigan,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-113,Roseland/Michigan,Expenditures,Total expenditures,$104269.00
T-113,Roseland/Michigan,Revenues over expenditures,,$648945.00
T-113,Roseland/Michigan,Fund balance,Beginning of year,$1286339.00
T-113,Roseland/Michigan,Fund balance,End of year,$1935284.00
T-113,Roseland/Michigan,Fund balance,Reserved for debt service,$0.00
T-113,Roseland/Michigan,Fund balance,Reserved for encumbrances,$0.00
T-113,Roseland/Michigan,Fund balance,Designated for future redevelopment project costs,$1935284.00
T-113,Roseland/Michigan,Fund balance,Total fund balance,$1935284.00
T-113,Roseland/Michigan,Revenues,Property tax,$751140.00
T-114,119th and Halsted,Expenditures,Total expenditures,$257634.00
T-114,119th and Halsted,Revenues,Interest,$3402.00
T-114,119th and Halsted,Expenditures,Cost of day care services and operational costs of day care centers (q)(11.5).,$0.00
T-114,119th and Halsted,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-114,119th and Halsted,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-114,119th and Halsted,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
